timestamp,event_type,details,window_title,application,bbox_x,bbox_y,bbox_width,bbox_height
2025-08-01 09:32:38,keypress,key_B,Notepad,notepad,,,,
2025-08-01 09:32:43,mousemove,drag,Notepad,notepad,,,,
2025-08-01 09:32:46,scroll,scroll_down,Outlook,outlook,,,,
2025-08-01 09:32:48,keypress,Ctrl+C,Notepad,notepad,,,,
2025-08-01 09:32:52,click,double_click,https://example.com/home,chrome_tab_2,1605,575,37,195
2025-08-01 09:32:55,keypress,Enter,https://example.com/home,chrome_tab_1,,,,
2025-08-01 09:32:56,click,left_click,Vscode,vscode,1855,136,98,161
2025-08-01 09:33:03,scroll,scroll_down,Cmd,cmd,,,,
2025-08-01 09:33:07,keypress,Ctrl+C,Notepad,unknown_app_9,,,,
2025-08-01 09:33:13,scroll,scroll_down,https://example.com/settings,chrome_tab_1,,,,
2025-08-01 09:33:14,keypress,key_B,Vscode,vscode,,,,
2025-08-01 09:33:16,mousemove,move,Cmd,cmd,,,,
2025-08-01 09:33:23,mousemove,drag,Notepad,notepad,,,,
2025-08-01 09:33:27,click,double_click,Vscode,vscode,67,100,99,105
2025-08-01 09:33:37,scroll,scroll_down,Excel,excel,,,,
2025-08-01 09:33:45,mousemove,drag,https://example.com/dashboard,chrome_tab_1,,,,
2025-08-01 09:33:49,scroll,scroll_up,Vscode,vscode,,,,
2025-08-01 09:33:55,keypress,key_A,Excel,excel,,,,
2025-08-01 09:34:03,mousemove,move,Notepad,notepad,,,,
2025-08-01 09:34:06,click,double_click,Excel,excel,1498,701,122,196
2025-08-01 09:34:15,click,left_click,Vscode,vscode,1711,970,122,35
2025-08-01 09:34:18,click,left_click,Outlook,outlook,1641,602,46,38
2025-08-01 09:34:23,click,right_click,Outlook,outlook,950,500,30,142
2025-08-01 09:34:24,scroll,scroll_down,Cmd,cmd,,,,
2025-08-01 09:34:27,keypress,Enter,Vscode,vscode,,,,
2025-08-01 09:34:31,scroll,scroll_down,Cmd,cmd,,,,
2025-08-01 09:34:33,scroll,scroll_up,https://example.com/dashboard,chrome_tab_2,,,,
2025-08-01 09:34:36,scroll,scroll_down,Notepad,notepad,,,,
2025-08-01 09:34:37,scroll,scroll_down,https://example.com/home,chrome_tab_2,,,,
2025-08-01 09:34:40,mousemove,move,https://example.com/login,chrome_tab_2,,,,
2025-08-01 09:34:50,keypress,Ctrl+V,https://another.com/page2,chrome_tab_2,,,,
2025-08-01 09:34:52,mousemove,move,https://example.com/dashboard,chrome_tab_2,,,,
2025-08-01 09:34:53,keypress,Ctrl+C,Vscode,vscode,,,,
2025-08-01 09:35:00,keypress,Ctrl+C,https://example.com/settings,chrome_tab_2,,,,
2025-08-01 09:35:09,click,double_click,Notepad,notepad,70,866,30,75
2025-08-01 09:35:19,keypress,Enter,https://another.com/page2,chrome_tab_1,,,,
2025-08-01 09:35:28,scroll,scroll_up,https://another.com/page1,chrome_tab_1,,,,
2025-08-01 09:35:31,scroll,scroll_up,Cmd,cmd,,,,
2025-08-01 09:35:36,scroll,scroll_down,https://example.com/login,chrome_tab_2,,,,
2025-08-01 09:35:37,scroll,scroll_up,Notepad,notepad,,,,
2025-08-01 09:35:46,mousemove,move,Outlook,outlook,,,,
2025-08-01 09:35:55,scroll,unknown_event,Notepad,notepad,,,,
2025-08-01 09:36:00,scroll,scroll_down,https://example.com/login,chrome_tab_1,,,,
2025-08-01 09:36:01,click,double_click,Notepad,notepad,778,829,147,103
2025-08-01 09:36:04,keypress,key_B,https://another.com/page1,chrome_tab_1,,,,
2025-08-01 09:36:08,scroll,scroll_up,Outlook,outlook,,,,
2025-08-01 09:36:10,click,double_click,Excel,excel,332,439,66,113
2025-08-01 09:36:18,keypress,Ctrl+C,Notepad,notepad,,,,
2025-08-01 09:36:23,mousemove,drag,Excel,excel,,,,
2025-08-01 09:36:30,mousemove,drag,https://example.com/dashboard,chrome_tab_1,,,,
2025-08-01 09:36:35,mousemove,move,Outlook,outlook,,,,
2025-08-01 09:36:45,scroll,scroll_up,https://another.com/page2,chrome_tab_1,,,,
2025-08-01 09:36:54,scroll,scroll_up,Notepad,notepad,,,,
2025-08-01 09:36:59,scroll,scroll_down,Outlook,outlook,,,,
2025-08-01 09:37:04,keypress,Ctrl+V,Outlook,outlook,,,,
2025-08-01 09:37:05,mousemove,drag,Cmd,cmd,,,,
2025-08-01 09:37:13,scroll,scroll_up,Vscode,vscode,,,,
2025-08-01 09:37:21,click,left_click,Cmd,cmd,295,93,85,27
2025-08-01 09:37:24,scroll,scroll_up,https://another.com/page2,chrome_tab_2,,,,
2025-08-01 09:37:28,click,left_click,Notepad,notepad,1498,443,33,78
2025-08-01 09:37:34,click,left_click,Cmd,cmd,1378,687,24,112
2025-08-01 09:37:38,mousemove,move,https://another.com/page2,chrome_tab_2,,,,
2025-08-01 09:37:45,click,right_click,https://example.com/dashboard,chrome_tab_1,1491,44,189,43
2025-08-01 09:37:55,click,right_click,https://example.com/dashboard,chrome_tab_1,1587,466,66,122
2025-08-01 09:37:56,keypress,key_A,https://example.com/settings,chrome_tab_2,,,,
2025-08-01 09:38:05,click,left_click,Notepad,notepad,1472,571,29,27
2025-08-01 09:38:06,click,right_click,Notepad,notepad,1542,129,68,66
2025-08-01 09:38:08,click,left_click,Cmd,cmd,1625,556,16,141
2025-08-01 09:38:13,keypress,key_A,Cmd,cmd,,,,
2025-08-01 09:38:20,scroll,scroll_up,https://example.com/dashboard,chrome_tab_2,,,,
2025-08-01 09:38:30,keypress,key_A,Notepad,unknown_app_2,,,,
2025-08-01 09:38:40,click,right_click,Notepad,notepad,1001,1009,118,183
2025-08-01 09:38:48,mousemove,move,Outlook,outlook,,,,
2025-08-01 09:38:54,click,double_click,Notepad,notepad,1689,68,90,37
2025-08-01 09:38:59,click,left_click,Outlook,outlook,543,1044,165,170
2025-08-01 09:39:06,keypress,key_B,Cmd,cmd,,,,
2025-08-01 09:39:12,mousemove,drag,Vscode,vscode,,,,
2025-08-01 09:39:16,mousemove,move,Excel,excel,,,,
2025-08-01 09:39:17,keypress,key_B,Cmd,cmd,,,,
2025-08-01 09:39:24,mousemove,drag,https://example.com/home,chrome_tab_1,,,,
2025-08-01 09:39:27,mousemove,drag,https://example.com/settings,chrome_tab_1,,,,
2025-08-01 09:39:32,keypress,key_B,Vscode,vscode,,,,
2025-08-01 09:39:36,click,left_click,Outlook,outlook,800,785,47,174
2025-08-01 09:39:44,keypress,Ctrl+V,Notepad,notepad,,,,
2025-08-01 09:39:49,keypress,Ctrl+V,https://example.com/dashboard,chrome_tab_2,,,,
2025-08-01 09:39:57,keypress,Ctrl+V,https://example.com/settings,chrome_tab_2,,,,
2025-08-01 09:40:02,mousemove,drag,https://example.com/dashboard,chrome_tab_1,,,,
2025-08-01 09:40:05,scroll,scroll_down,https://another.com/page2,chrome_tab_1,,,,
2025-08-01 09:40:12,keypress,Enter,https://example.com/settings,chrome_tab_1,,,,
2025-08-01 09:40:22,scroll,scroll_down,https://another.com/page1,chrome_tab_2,,,,
2025-08-01 09:40:27,click,right_click,https://example.com/home,chrome_tab_2,1619,242,177,72
2025-08-01 09:40:33,click,double_click,Cmd,cmd,1743,109,141,160
2025-08-01 09:40:42,keypress,Ctrl+C,Vscode,vscode,,,,
2025-08-01 09:40:45,keypress,Ctrl+C,Excel,excel,,,,
2025-08-01 09:40:55,scroll,scroll_down,Excel,excel,,,,
2025-08-01 09:41:01,mousemove,move,Vscode,unknown_app_8,,,,
2025-08-01 09:41:04,scroll,scroll_up,Outlook,outlook,,,,
2025-08-01 09:41:10,keypress,Ctrl+V,https://example.com/home,chrome_tab_1,,,,
2025-08-01 09:41:20,click,right_click,https://another.com/page1,chrome_tab_1,884,335,35,41
2025-08-01 09:41:24,keypress,Ctrl+C,https://example.com/settings,chrome_tab_2,,,,
2025-08-01 09:41:29,keypress,Ctrl+C,Outlook,outlook,,,,
2025-08-01 09:41:32,mousemove,move,Notepad,notepad,,,,
2025-08-01 09:41:33,click,left_click,Cmd,cmd,1108,605,31,85
2025-08-01 09:41:36,keypress,Enter,Vscode,vscode,,,,
2025-08-01 09:41:42,scroll,scroll_down,Outlook,outlook,,,,
2025-08-01 09:41:44,scroll,scroll_down,Vscode,vscode,,,,
2025-08-01 09:41:50,scroll,scroll_down,Outlook,outlook,,,,
2025-08-01 09:41:53,scroll,scroll_down,Outlook,outlook,,,,
2025-08-01 09:41:55,scroll,unknown_event,https://another.com/page2,chrome_tab_2,,,,
2025-08-01 09:42:01,mousemove,drag,Cmd,cmd,,,,
2025-08-01 09:42:04,mousemove,move,Excel,excel,,,,
2025-08-01 09:42:05,keypress,key_A,https://another.com/page2,chrome_tab_2,,,,
2025-08-01 09:42:11,scroll,scroll_down,Cmd,cmd,,,,
2025-08-01 09:42:16,keypress,Ctrl+C,Outlook,outlook,,,,
2025-08-01 09:42:24,mousemove,drag,Notepad,notepad,,,,
2025-08-01 09:42:30,scroll,scroll_down,Notepad,notepad,,,,
2025-08-01 09:42:40,scroll,scroll_down,Outlook,outlook,,,,
2025-08-01 09:42:50,scroll,scroll_down,Cmd,cmd,,,,
2025-08-01 09:42:53,keypress,key_A,Outlook,outlook,,,,
2025-08-01 09:42:56,keypress,key_B,Outlook,outlook,,,,
2025-08-01 09:43:03,click,left_click,Vscode,vscode,538,32,86,36
2025-08-01 09:43:10,mousemove,drag,Notepad,notepad,,,,
2025-08-01 09:43:11,scroll,scroll_down,https://another.com/page1,unknown_app_10,,,,
2025-08-01 09:43:13,keypress,Ctrl+C,Excel,excel,,,,
2025-08-01 09:43:15,keypress,Ctrl+V,Outlook,outlook,,,,
2025-08-01 09:43:20,scroll,scroll_down,Notepad,notepad,,,,
2025-08-01 09:43:28,click,double_click,Vscode,vscode,108,706,98,84
2025-08-01 09:43:31,scroll,scroll_down,Notepad,notepad,,,,
2025-08-01 09:43:35,click,right_click,Cmd,cmd,1395,863,119,199
2025-08-01 09:43:45,mousemove,move,https://example.com/settings,chrome_tab_1,,,,
2025-08-01 09:43:47,scroll,scroll_up,Outlook,outlook,,,,
2025-08-01 09:43:54,mousemove,move,https://example.com/dashboard,chrome_tab_2,,,,
2025-08-01 09:43:56,keypress,Ctrl+V,https://another.com/page1,chrome_tab_2,,,,
2025-08-01 09:44:03,click,double_click,Cmd,cmd,1442,400,74,54
2025-08-01 09:44:11,scroll,scroll_down,Outlook,outlook,,,,
2025-08-01 09:44:13,mousemove,drag,Cmd,cmd,,,,
2025-08-01 09:44:16,scroll,scroll_up,Vscode,vscode,,,,
2025-08-01 09:44:17,keypress,key_B,Outlook,outlook,,,,
2025-08-01 09:44:18,click,double_click,https://example.com/dashboard,chrome_tab_2,877,564,99,196
2025-08-01 09:44:27,scroll,scroll_up,Cmd,cmd,,,,
2025-08-01 09:44:31,keypress,Ctrl+C,Notepad,notepad,,,,
2025-08-01 09:44:41,mousemove,drag,Excel,excel,,,,
2025-08-01 09:44:42,click,right_click,https://example.com/login,chrome_tab_1,1647,182,116,51
2025-08-01 09:44:45,mousemove,move,Vscode,vscode,,,,
2025-08-01 09:44:48,scroll,scroll_up,https://example.com/home,chrome_tab_2,,,,
2025-08-01 09:44:50,keypress,key_B,https://example.com/login,chrome_tab_2,,,,
2025-08-01 09:45:00,keypress,Ctrl+V,https://another.com/page2,chrome_tab_2,,,,
2025-08-01 09:45:04,scroll,scroll_down,Cmd,cmd,,,,
2025-08-01 09:45:10,mousemove,move,Excel,excel,,,,
2025-08-01 09:45:15,keypress,key_B,Notepad,unknown_app_7,,,,
2025-08-01 09:45:17,click,double_click,Outlook,outlook,1352,946,24,54
2025-08-01 09:45:25,mousemove,move,Notepad,notepad,,,,
2025-08-01 09:45:27,scroll,scroll_up,Vscode,vscode,,,,
2025-08-01 09:45:33,mousemove,move,https://another.com/page2,chrome_tab_2,,,,
2025-08-01 09:45:39,click,double_click,Cmd,cmd,1709,521,147,24
2025-08-01 09:45:49,mousemove,move,Excel,excel,,,,
2025-08-01 09:45:51,scroll,scroll_down,Outlook,outlook,,,,
2025-08-01 09:45:52,scroll,scroll_down,Cmd,cmd,,,,
2025-08-01 09:45:58,click,double_click,https://another.com/page1,chrome_tab_1,402,412,138,122
2025-08-01 09:46:07,scroll,scroll_down,Outlook,outlook,,,,
2025-08-01 09:46:11,scroll,scroll_up,Outlook,unknown_app_9,,,,
2025-08-01 09:46:13,click,right_click,Outlook,outlook,1769,840,34,81
2025-08-01 09:46:23,keypress,key_A,Outlook,outlook,,,,
2025-08-01 09:46:30,mousemove,drag,Notepad,notepad,,,,
2025-08-01 09:46:39,mousemove,drag,Cmd,cmd,,,,
2025-08-01 09:46:41,mousemove,move,Notepad,notepad,,,,
2025-08-01 09:46:46,click,right_click,https://example.com/dashboard,chrome_tab_2,902,632,178,192
2025-08-01 09:46:47,scroll,scroll_up,Vscode,vscode,,,,
2025-08-01 09:46:52,keypress,Ctrl+V,Vscode,vscode,,,,
2025-08-01 09:47:01,scroll,scroll_down,Vscode,vscode,,,,
2025-08-01 09:47:11,scroll,scroll_down,Outlook,outlook,,,,
2025-08-01 09:47:20,mousemove,move,https://example.com/dashboard,chrome_tab_1,,,,
2025-08-01 09:47:26,scroll,scroll_down,Cmd,cmd,,,,
2025-08-01 09:47:29,mousemove,move,Cmd,cmd,,,,
2025-08-01 09:47:38,mousemove,drag,Outlook,outlook,,,,
2025-08-01 09:47:47,click,left_click,,outlook,1879,1056,34,173
2025-08-01 09:47:52,click,left_click,Excel,excel,1844,330,167,112
2025-08-01 09:48:02,scroll,scroll_down,Outlook,outlook,,,,
2025-08-01 09:48:05,keypress,Ctrl+C,Excel,excel,,,,
2025-08-01 09:48:06,scroll,scroll_up,https://example.com/settings,chrome_tab_2,,,,
2025-08-01 09:48:12,scroll,scroll_up,https://example.com/settings,chrome_tab_1,,,,
2025-08-01 09:48:15,mousemove,move,https://another.com/page1,chrome_tab_2,,,,
2025-08-01 09:48:25,scroll,scroll_down,Excel,excel,,,,
2025-08-01 09:48:34,keypress,key_A,Cmd,cmd,,,,
2025-08-01 09:48:40,click,right_click,https://example.com/settings,chrome_tab_2,1010,1035,125,132
2025-08-01 09:48:48,click,left_click,Vscode,vscode,1351,938,118,43
2025-08-01 09:48:56,click,double_click,Excel,excel,719,296,116,85
2025-08-01 09:49:03,click,left_click,,chrome_tab_2,31,773,148,40
2025-08-01 09:49:08,click,right_click,Vscode,vscode,1037,175,147,168
2025-08-01 09:49:11,click,right_click,https://example.com/login,chrome_tab_2,82,969,78,92
2025-08-01 09:49:21,keypress,key_A,Outlook,outlook,,,,
2025-08-01 09:49:30,scroll,scroll_down,,notepad,,,,
2025-08-01 09:49:31,scroll,scroll_up,https://another.com/page2,chrome_tab_2,,,,
2025-08-01 09:49:32,mousemove,move,https://example.com/dashboard,chrome_tab_2,,,,
2025-08-01 09:49:41,keypress,key_B,Outlook,outlook,,,,
2025-08-01 09:49:45,scroll,scroll_up,Cmd,cmd,,,,
2025-08-01 09:49:47,scroll,scroll_up,Outlook,outlook,,,,
2025-08-01 09:49:53,mousemove,move,Cmd,cmd,,,,
2025-08-01 09:49:58,scroll,scroll_down,https://example.com/login,chrome_tab_2,,,,
2025-08-01 09:49:59,scroll,scroll_down,Vscode,vscode,,,,
2025-08-01 09:50:00,scroll,scroll_down,Outlook,outlook,,,,
2025-08-01 09:50:03,scroll,scroll_up,Cmd,cmd,,,,
2025-08-01 09:50:04,keypress,Enter,Notepad,notepad,,,,
2025-08-01 09:50:13,keypress,key_B,Cmd,cmd,,,,
2025-08-01 09:50:15,mousemove,move,https://example.com/settings,chrome_tab_1,,,,
2025-08-01 09:50:17,mousemove,move,Notepad,notepad,,,,
2025-08-01 09:50:21,mousemove,move,Outlook,outlook,,,,
2025-08-01 09:50:25,mousemove,drag,https://another.com/page1,chrome_tab_1,,,,
2025-08-01 09:50:31,keypress,Enter,https://example.com/settings,chrome_tab_1,,,,
2025-08-01 09:50:32,keypress,Ctrl+C,Excel,excel,,,,
2025-08-01 09:50:39,scroll,scroll_up,Notepad,notepad,,,,
2025-08-01 09:50:45,scroll,scroll_down,Outlook,outlook,,,,
2025-08-01 09:50:53,keypress,Ctrl+C,Outlook,outlook,,,,
2025-08-01 09:50:57,keypress,Ctrl+C,Excel,excel,,,,
2025-08-01 09:51:01,keypress,key_A,https://example.com/settings,chrome_tab_1,,,,
2025-08-01 09:51:02,mousemove,move,Vscode,vscode,,,,
2025-08-01 09:51:09,click,right_click,https://example.com/login,chrome_tab_2,1887,603,148,193
2025-08-01 09:51:11,mousemove,drag,Excel,excel,,,,
2025-08-01 09:51:17,click,left_click,https://another.com/page1,chrome_tab_1,1220,677,10,86
2025-08-01 09:51:23,click,double_click,Notepad,notepad,1397,53,138,95
2025-08-01 09:51:33,keypress,key_A,Excel,excel,,,,
2025-08-01 09:51:37,scroll,scroll_down,Cmd,cmd,,,,
2025-08-01 09:51:40,keypress,Enter,Outlook,outlook,,,,
2025-08-01 09:51:42,click,right_click,https://example.com/settings,chrome_tab_2,1877,839,137,76
2025-08-01 09:51:50,keypress,Ctrl+C,Outlook,outlook,,,,
2025-08-01 09:51:59,scroll,scroll_down,Notepad,notepad,,,,
2025-08-01 09:52:06,keypress,Ctrl+V,Vscode,vscode,,,,
2025-08-01 09:52:08,keypress,Ctrl+C,Vscode,vscode,,,,
2025-08-01 09:52:12,mousemove,drag,https://example.com/login,chrome_tab_1,,,,
2025-08-01 09:52:17,scroll,scroll_up,Notepad,notepad,,,,
2025-08-01 09:52:23,scroll,scroll_up,Vscode,vscode,,,,
2025-08-01 09:52:29,scroll,scroll_down,Outlook,outlook,,,,
2025-08-01 09:52:36,click,double_click,https://example.com/settings,chrome_tab_2,1827,1016,40,156
2025-08-01 09:52:44,keypress,key_B,Cmd,cmd,,,,
2025-08-01 09:52:53,keypress,Ctrl+C,Vscode,vscode,,,,
2025-08-01 09:52:59,mousemove,move,Outlook,outlook,,,,
2025-08-01 09:53:09,click,left_click,Excel,excel,1773,1014,190,157
2025-08-01 09:53:11,scroll,scroll_down,Cmd,cmd,,,,
2025-08-01 09:53:21,scroll,unknown_event,Notepad,notepad,,,,
2025-08-01 09:53:26,click,right_click,Cmd,cmd,1556,1021,67,115
2025-08-01 09:53:32,scroll,scroll_up,Outlook,outlook,,,,
2025-08-01 09:53:36,keypress,key_A,Outlook,outlook,,,,
2025-08-01 09:53:40,scroll,scroll_down,Vscode,vscode,,,,
2025-08-01 09:53:48,keypress,Ctrl+C,Cmd,cmd,,,,
2025-08-01 09:53:58,keypress,Enter,Cmd,cmd,,,,
2025-08-01 09:53:59,click,right_click,Cmd,cmd,571,46,117,103
2025-08-01 09:54:07,mousemove,drag,https://another.com/page2,unknown_app_9,,,,
2025-08-01 09:54:11,keypress,key_A,Notepad,notepad,,,,
2025-08-01 09:54:17,scroll,scroll_up,Cmd,cmd,,,,
2025-08-01 09:54:25,mousemove,drag,Cmd,cmd,,,,
2025-08-01 09:54:32,mousemove,drag,https://another.com/page1,chrome_tab_2,,,,
2025-08-01 09:54:38,click,double_click,Notepad,notepad,1359,849,193,140
2025-08-01 09:54:48,click,right_click,Cmd,cmd,416,807,77,47
2025-08-01 09:54:52,mousemove,drag,Vscode,vscode,,,,
2025-08-01 09:54:58,keypress,Enter,Vscode,vscode,,,,
2025-08-01 09:55:05,scroll,scroll_down,Excel,excel,,,,
2025-08-01 09:55:14,scroll,scroll_down,,cmd,,,,
2025-08-01 09:55:20,scroll,scroll_down,Excel,excel,,,,
2025-08-01 09:55:27,keypress,Ctrl+V,Outlook,outlook,,,,
2025-08-01 09:55:35,click,left_click,Excel,excel,188,628,109,159
2025-08-01 09:55:37,mousemove,move,https://another.com/page2,chrome_tab_2,,,,
2025-08-01 09:55:47,mousemove,drag,Notepad,notepad,,,,
2025-08-01 09:55:49,keypress,key_B,https://another.com/page2,chrome_tab_2,,,,
2025-08-01 09:55:54,mousemove,drag,Outlook,outlook,,,,
2025-08-01 09:56:04,scroll,scroll_down,Excel,excel,,,,
2025-08-01 09:56:07,click,right_click,https://example.com/home,chrome_tab_2,910,318,30,174
2025-08-01 09:56:16,click,right_click,Excel,excel,1695,788,23,23
2025-08-01 09:56:21,keypress,key_B,Notepad,notepad,,,,
2025-08-01 09:56:27,scroll,scroll_up,Cmd,cmd,,,,
2025-08-01 09:56:30,keypress,Enter,Notepad,notepad,,,,
2025-08-01 09:56:34,mousemove,move,https://example.com/home,chrome_tab_2,,,,
2025-08-01 09:56:41,mousemove,move,Vscode,vscode,,,,
2025-08-01 09:56:44,keypress,Ctrl+C,https://another.com/page1,chrome_tab_2,,,,
2025-08-01 09:56:54,click,left_click,Notepad,notepad,1604,1039,53,136
2025-08-01 09:56:56,click,right_click,https://another.com/page1,chrome_tab_2,346,284,25,124
2025-08-01 09:56:57,scroll,scroll_down,https://another.com/page2,chrome_tab_1,,,,
2025-08-01 09:57:01,click,right_click,Notepad,notepad,925,116,102,108
2025-08-01 09:57:05,keypress,key_A,https://another.com/page2,chrome_tab_1,,,,
2025-08-01 09:57:08,keypress,key_A,Outlook,outlook,,,,
2025-08-01 09:57:12,mousemove,move,Cmd,cmd,,,,
2025-08-01 09:57:20,keypress,key_A,https://another.com/page2,chrome_tab_2,,,,
2025-08-01 09:57:26,scroll,scroll_down,https://example.com/dashboard,chrome_tab_2,,,,
2025-08-01 09:57:32,mousemove,move,https://example.com/login,chrome_tab_1,,,,
2025-08-01 09:57:37,keypress,Ctrl+C,Outlook,outlook,,,,
2025-08-01 09:57:42,keypress,Ctrl+V,https://example.com/login,chrome_tab_1,,,,
2025-08-01 09:57:52,mousemove,move,Excel,excel,,,,
2025-08-01 09:57:59,click,left_click,Excel,excel,346,548,52,83
2025-08-01 09:58:00,click,double_click,https://example.com/login,chrome_tab_2,1434,932,15,177
2025-08-01 09:58:04,scroll,scroll_down,https://example.com/settings,chrome_tab_2,,,,
2025-08-01 09:58:09,click,right_click,Cmd,cmd,1303,522,119,121
2025-08-01 09:58:11,keypress,key_A,https://example.com/home,chrome_tab_2,,,,
2025-08-01 09:58:21,scroll,scroll_up,Cmd,cmd,,,,
2025-08-01 09:58:25,mousemove,drag,Outlook,outlook,,,,
2025-08-01 09:58:34,mousemove,drag,Vscode,vscode,,,,
2025-08-01 09:58:44,mousemove,drag,Outlook,outlook,,,,
2025-08-01 09:58:49,keypress,Ctrl+V,,notepad,,,,
2025-08-01 09:58:58,mousemove,drag,https://another.com/page1,chrome_tab_2,,,,
2025-08-01 09:59:02,keypress,Ctrl+V,Notepad,notepad,,,,
2025-08-01 09:59:08,keypress,key_A,https://another.com/page2,chrome_tab_2,,,,
2025-08-01 09:59:18,mousemove,move,https://another.com/page2,chrome_tab_2,,,,
2025-08-01 09:59:22,keypress,key_B,Outlook,outlook,,,,
2025-08-01 09:59:26,scroll,unknown_event,,vscode,,,,
2025-08-01 09:59:27,mousemove,drag,Outlook,outlook,,,,
2025-08-01 09:59:37,mousemove,drag,Notepad,notepad,,,,
2025-08-01 09:59:39,scroll,scroll_down,https://example.com/home,chrome_tab_2,,,,
2025-08-01 09:59:45,keypress,Ctrl+C,https://another.com/page2,chrome_tab_2,,,,
2025-08-01 09:59:47,click,left_click,Cmd,cmd,1318,828,112,23
2025-08-01 09:59:52,mousemove,drag,Cmd,cmd,,,,
2025-08-01 09:59:54,keypress,key_A,Vscode,vscode,,,,
2025-08-01 09:59:56,keypress,Ctrl+V,Cmd,cmd,,,,
2025-08-01 09:59:57,click,left_click,https://another.com/page1,chrome_tab_2,70,930,87,96
2025-08-01 10:00:03,mousemove,move,Vscode,unknown_app_6,,,,
2025-08-01 10:00:13,mousemove,move,Cmd,cmd,,,,
2025-08-01 10:00:22,click,right_click,https://example.com/dashboard,chrome_tab_1,10,614,102,168
2025-08-01 10:00:24,keypress,Ctrl+C,Vscode,vscode,,,,
2025-08-01 10:00:32,mousemove,drag,Notepad,notepad,,,,
2025-08-01 10:00:39,mousemove,move,https://another.com/page1,chrome_tab_1,,,,
2025-08-01 10:00:47,keypress,Ctrl+C,Notepad,notepad,,,,
2025-08-01 10:00:54,keypress,Enter,Cmd,cmd,,,,
2025-08-01 10:00:56,mousemove,drag,https://example.com/dashboard,chrome_tab_2,,,,
2025-08-01 10:01:06,click,double_click,Notepad,notepad,17,593,141,29
2025-08-01 10:01:10,click,double_click,Cmd,cmd,1710,255,33,68
2025-08-01 10:01:16,keypress,Ctrl+V,Outlook,outlook,,,,
2025-08-01 10:01:23,mousemove,move,Notepad,notepad,,,,
2025-08-01 10:01:26,scroll,unknown_event,Outlook,outlook,,,,
2025-08-01 10:01:35,mousemove,drag,Cmd,cmd,,,,
2025-08-01 10:01:41,click,unknown_event,Vscode,vscode,161,44,116,105
2025-08-01 10:01:48,mousemove,drag,Notepad,notepad,,,,
2025-08-01 10:01:54,click,double_click,Cmd,cmd,1046,640,16,193
2025-08-01 10:01:55,mousemove,drag,Outlook,outlook,,,,
2025-08-01 10:02:05,keypress,Ctrl+C,Notepad,notepad,,,,
2025-08-01 10:02:13,scroll,scroll_down,Excel,excel,,,,
2025-08-01 10:02:22,click,left_click,Vscode,vscode,1881,187,58,182
2025-08-01 10:02:29,keypress,Enter,Cmd,cmd,,,,
2025-08-01 10:02:34,mousemove,drag,Vscode,vscode,,,,
2025-08-01 10:02:40,click,left_click,Excel,excel,474,624,177,40
2025-08-01 10:02:50,click,right_click,https://example.com/settings,chrome_tab_2,1436,1004,45,122
2025-08-01 10:02:51,mousemove,drag,https://example.com/settings,chrome_tab_1,,,,
2025-08-01 10:02:58,keypress,key_B,Excel,excel,,,,
2025-08-01 10:03:03,mousemove,move,Outlook,outlook,,,,
2025-08-01 10:03:05,keypress,key_B,Cmd,cmd,,,,
2025-08-01 10:03:07,click,left_click,Vscode,vscode,1191,1011,123,33
2025-08-01 10:03:12,scroll,scroll_down,Vscode,vscode,,,,
2025-08-01 10:03:19,mousemove,drag,Notepad,notepad,,,,
2025-08-01 10:03:28,scroll,scroll_up,https://another.com/page1,chrome_tab_2,,,,
2025-08-01 10:03:29,keypress,key_A,https://example.com/dashboard,chrome_tab_1,,,,
2025-08-01 10:03:31,mousemove,drag,Outlook,outlook,,,,
2025-08-01 10:03:38,click,left_click,Vscode,vscode,1379,385,45,105
2025-08-01 10:03:48,keypress,key_B,Cmd,cmd,,,,
2025-08-01 10:03:53,keypress,Enter,Cmd,cmd,,,,
2025-08-01 10:03:58,keypress,Ctrl+C,Cmd,cmd,,,,
2025-08-01 10:04:03,scroll,scroll_up,Outlook,outlook,,,,
2025-08-01 10:04:10,mousemove,move,Excel,excel,,,,
2025-08-01 10:04:15,scroll,scroll_up,Cmd,cmd,,,,
2025-08-01 10:04:24,click,right_click,,notepad,1742,173,162,198
2025-08-01 10:04:28,click,right_click,https://example.com/login,chrome_tab_2,1587,152,26,90
2025-08-01 10:04:32,click,double_click,https://another.com/page1,chrome_tab_1,314,932,181,143
2025-08-01 10:04:33,keypress,Ctrl+C,Notepad,notepad,,,,
2025-08-01 10:04:37,scroll,scroll_up,Vscode,vscode,,,,
2025-08-01 10:04:44,scroll,scroll_down,https://example.com/login,chrome_tab_2,,,,
2025-08-01 10:04:54,click,right_click,Outlook,outlook,144,839,66,178
2025-08-01 10:04:55,scroll,scroll_up,https://example.com/login,chrome_tab_1,,,,
2025-08-01 10:05:01,keypress,key_B,Notepad,notepad,,,,
2025-08-01 10:05:05,keypress,Ctrl+V,https://another.com/page1,chrome_tab_2,,,,
2025-08-01 10:05:06,keypress,Enter,Vscode,vscode,,,,
2025-08-01 10:05:11,mousemove,move,Excel,excel,,,,
2025-08-01 10:05:21,keypress,key_B,,chrome_tab_1,,,,
2025-08-01 10:05:22,keypress,Ctrl+V,Notepad,notepad,,,,
